7DF9E9E9	Shape matching: similarity measures and algorithms
7D06F095	Accurate unlexicalized parsing
7B5E760B	The bit extraction problem or t-resilient functions
81543571	Gaussian Process Latent Variable Models for Visualisation of High Dimensional Data
7AACDAF1	Event detection from time series data
80065D82	Scalable high speed IP routing lookups
7E10B296	Mining the peanut gallery: opinion extraction and semantic classification of product reviews
7C77BB31	Replication in the harp file system
6CDAFAFE	StatStream: statistical monitoring of thousands of data streams in real time
819DB2D5	NetBill: an Internet commerce system optimized for network-delivered services
7DABE0DA	A privacy-preserving index for range queries
7F5F17D5	DieHard: probabilistic memory safety for unsafe languages
68B81B1F	Enhancing Supervised Learning with Unlabeled Data
5AD185B2	Learning Belief Networks in the Presence of Missing Values and Hidden Variables
5CF5282A	An empirical comparison of pattern recognition, neural nets, and machine learning classification methods
815A72C2	The Skyline operator
75A47559	Quasicyclic low-density parity-check codes from circulant permutation matrices
7C7BE3E0	Customization: optimizing compiler technology for SELF, a dynamically-typed object-oriented programming language
7F135B5C	Design and evaluation of a wide-area event notification service
75FE5376	Learning quickly when irrelevant attributes abound: A new linear-threshold algorithm
7F104804	IEEE 802.11 wireless LAN: capacity analysis and protocol enhancement
76DF38DF	Monitoring and early warning for internet worms
7EA78AC9	Termination proofs for systems code
80ECB21C	Hidden Markov Model} Induction by Bayesian Model Merging
6B8EDB79	The rediscovery of the mind
7D75A430	Cilk: an efficient multithreaded runtime system
7D376B3C	Password memorability and security: empirical results
81719B17	Discovering object categories in image collections
7F4A406E	Asymptotically optimal geometric mobile ad-hoc routing
7FC18ED2	Proof verification and hardness of approximation problems
80C43956	The Emperor's New Security Indicators
7DE9FB29	Towards predictable datacenter networks
763CB7AB	Learning Bayesian networks from data: an information-theory based approach
7F130B3F	Perracotta: mining temporal API rules from imperfect traces
7FF7DBCB	Divergence measures based on the Shannon entropy
806C0AF0	The capacity of the quantum channel with general signal states
7CEE5BF3	Reactive reasoning and planning
7D617148	Classifier systems and genetic algorithms
7C8DB5FA	Scale and performance in the Denali isolation kernel
77424954	Activity monitoring: noticing interesting changes in behavior
77D6B27B	On the theory of space-time codes for PSK modulation
8106751A	The zero error capacity of a noisy channel
5DB9C7E3	Weighted voting for replicated data
7A622CDA	Higher-order abstract syntax
8121995D	Security proofs for signature schemes
7EF0216A	Retrieving actions in movies
7E293DA4	A universal lattice code decoder for fading channels
77D83230	Mining time-changing data streams
7A0A5D02	A data base sublanguage founded on the relational calculus
81DDA402	The turn model for adaptive routing
8144AAC4	Data networks as cascades: investigating the multifractal nature of Internet WAN traffic
80DEAE60	Letizia: an agent that assists web browsing
80E8E6AE	Flux: an adaptive partitioning operator for continuous query systems
78037E3E	Tensor product variable binding and the representation of symbolic structures in connectionist systems
7F205F2A	Hierarchical Topic Models and the Nested Chinese Restaurant Process
7DAE41E3	Keyword proximity search on XML graphs
7FEF82E0	Considerations of sample and feature size
814C2116	A logic for reasoning about probabilities
7DFADDF7	Cluster Kernels for Semi-Supervised Learning
790945CB	A DoS-limiting network architecture
7EB60B9F	Optimal routing, link scheduling and power control in multihop wireless networks
7E7BB75D	What is the best multi-stage architecture for object recognition?
79D81EE3	The M5 Simulator: Modeling Networked Systems
831A8010	Resilient overlay networks
7ED04355	Towards highly reliable enterprise network services via inference of multi-level dependencies
7C0FD803	Impact of interference on multi-hop wireless network performance
80836260	Reverend Bayes on Inference Engines: A Distributed Hierarchical Approach
80DF889E	On the effectiveness of route-based packet filtering for distributed DoS attack prevention in power-law internets
7CE8C63D	Java security: from HotJava to Netscape and beyond
7E46951A	Analog retrieval by constraint satisfaction
8049B52A	Accurately interpreting clickthrough data as implicit feedback
7DDF92DE	A new memory monitoring scheme for memory-aware scheduling and partitioning
7B1A3EAD	An architecture for wide-area multicast routing
7D34E5AC	Performance Analysis of Cloud Computing Services for Many-Tasks Scientific Computing
7C278E22	A universal data compression system
814F20FA	Random Projection for High Dimensional Data Clustering: A Cluster Ensemble Approach
7E8C97D8	Discovering relations among named entities from large corpora
7F348CF8	A Survey of Web Information Extraction Systems
7D9CC37C	Text Classification using String Kernels.
7FF3F3FE	Iterative decoding of binary block and convolutional codes
7DB5CA66	X10: an object-oriented approach to non-uniform cluster computing
76D220AC	New sampling-based summary statistics for improving approximate query answers
59D88BDB	Job Shop Scheduling with Genetic Algorithms
7CC69AE9	A language modeling approach to information retrieval
773732F2	Mining association rules with multiple minimum supports
7E9F0490	Adaptive insertion policies for high performance caching
5BD22FE3	Using Partial Orders to Improve Automatic Verification Methods
7E091745	A sentimental education: sentiment analysis using subjectivity summarization based on minimum cuts
7CDB0555	Freebase: a collaboratively created graph database for structuring human knowledge
80A1AA6F	Model Selection for Support Vector Machines
78896928	A new multilevel coding method using error-correcting codes
80B17149	On agent-mediated electronic commerce
7EB53C76	Maintaining multimodality through mixture tracking
03276E4B	Core Based Trees (CBT) An Architecture for Scalable Inter-Domain Multicast Routing
7694E331	The Importance of Prior Probabilities for Entry Page Search
799606E0	On the security of public key protocols
822EB937	The Z/sub 4/-linearity of Kerdock, Preparata, Goethals, and related codes
5D7EC0BB	Public Quadratic Polynomial-Tuples for Efficient Signature-Verification and Message-Encryption
80033669	PrefixSpan,: mining sequential patterns efficiently by prefix-projected pattern growth
7EDBEB9E	Fully automatic wrapper generation for search engines
733D2062	Fitness Distance Correlation as a Measure of Problem Difficulty for Genetic Algorithms
81FD681B	Temporal constraint networks
8171A43F	RDFPeers: a scalable distributed RDF repository based on a structured peer-to-peer network
7F2B545F	Pizza into Java: Translating theory into practice
861FB934	A scalable content-addressable network.
812E34CE	Balancing energy efficiency and quality of aggregate data in sensor networks
58E9652D	Systematic Nonlinear Planning
7F1220FD	Scalable performance of the Panasas parallel file system
7AE390F2	Network-based heuristics for constraint-satisfaction problems
7B48E7CC	Properties of cross-entropy minimization
7DD301E7	Taming the torrent: a practical approach to reducing cross-isp traffic in peer-to-peer systems
7BCB3538	The throughput of data switches with and without speedup
752B968D	Hierarchies of memory limited computations
7E01E723	Deadlock-free adaptive routing in multicomputer networks using virtual channels
80C9116C	Mining and summarizing customer reviews
80E1D98E	Automatic predicate abstraction of C programs
7E13B4E2	AN IMPLICIT ENUMERATION ALGORITHM TO GENERATE TESTS FOR COMBINATIONAL LOGIC CIRCUITS
80E94F94	Prefetching using Markov predictors
7F9338A2	Using WordNet to disambiguate word senses for text retrieval
78867C0B	Deriving private information from randomized data
80E0DAFD	Cooperative Security for Network Coding File Distribution
817D9986	Compositing digital images
776B7598	A rate-adaptive MAC protocol for multi-Hop wireless networks
7F478623	A durable and energy efficient main memory using phase change memory technology
7D4C96B9	Perpetual environmentally powered sensor networks
6EF25DA4	Improving MapReduce performance in heterogeneous environments
7D2969C2	Automatically patching errors in deployed software
80A87D78	On-the-fly garbage collection: an exercise in cooperation
7F448B0C	Predicting defects using network analysis on dependency graphs
7EF20976	TRUST: A General Framework for Truthful Double Spectrum Auctions
8163E2B3	A highly configurable cache architecture for embedded systems
7A48EF29	Fast static analysis of C++ virtual function calls
80745098	GroupLens: an open architecture for collaborative filtering of netnews
80C953FD	Implementing data cubes efficiently
7F05CBA9	Maximum-likelihood sequence estimation of digital sequences in the presence of intersymbol interference
76CE8F65	The landmark hierarchy: a new hierarchy for routing in very large networks
7EE44E9B	Feedback effects between similarity and social influence in online communities
7F9E6C52	Using temporal logics to express search control knowledge for planning
7F6E9F45	Fast Sparse Gaussian Process Methods: The Informative Vector Machine
7EAE63CF	Quantization noise spectra
77DF51D6	Extending and implementing the stable model semantics
7C59B956	Local Graph Partitioning using PageRank Vectors
78FFAB5C	Learning metric-topological maps for indoor mobile robot navigation
7A9AFA02	CMOS Photonics for High-Speed Interconnects
5A19575B	Optimal binary sequences for spread spectrum multiplexing
7600BD57	A maximum entropy approach to species distribution modeling
7DAE1455	MAFIA: a maximal frequent itemset algorithm for transactional databases
808A3D8F	Similarity flooding: a versatile graph matching algorithm and its application to schema matching
7FC76354	Utility-Based Cache Partitioning: A Low-Overhead, High-Performance, Runtime Mechanism to Partition Shared Caches
798F3DEE	A stubborn attack on state explosion
