79CE0772	Orthogonal nonnegative matrix t-factorizations for clustering
80A3B22A	Learning Depth from Single Monocular Images
75F0423C	Research challenges in wireless networks of biomedical sensors
775FDFC8	Efficient flow-sensitive interprocedural computation of pointer-induced aliases and side effects
811B3396	Using Orthogonal and Quasi-Orthogonal Designs in Wireless Relay Networks
75241E97	Visual attention detection in video sequences using spatiotemporal cues
7F933541	Taming the Computational Complexity of Combinatorial Auctions: Optimal and Approximate Approaches
5D6F3AAE	Statistical parsing with a context-free grammar and word statistics
7E8BC1BF	Hierarchical packet fair queueing algorithms
7EFB412A	Cluster-based retrieval using language models
5BC1AE79	A Secure, Robust Watermark for Multimedia
7F85CD9E	A Fast Index for Semistructured Data
6877BDB1	Asynchronous protocols for optimistic fair exchange
7F408613	Integrating multimedia applications in hard real-time systems
6CCE436E	Cyclone: A Safe Dialect of C
5C6169B2	Feature Selection for Unbalanced Class Distribution and Naive Bayes
77794855	A logic design structure for LSI testability
7B0733FA	KMS: a distributed hypermedia system for managing knowledge in organizations
80F5AE33	Semi-supervised Discriminant Analysis
80E8E6AE	Flux: an adaptive partitioning operator for continuous query systems
5F38DBBC	Sampling Large Databases for Association Rules
5FC32D3B	A long-term evaluation of sensing modalities for activity recognition
78AFF56E	Change detection in hierarchically structured information
7ED76C25	Design and analysis of turbo codes on Rayleigh fading channels
782EA835	Eraser: a dynamic data race detector for multi-threaded programs
7632C872	Interpreting perspective images
85F839A7	The dangers of replication and a solution
815A72C2	The Skyline operator
7FEE4029	On the relationship between file sizes, transport protocols, and self-similar network traffic
81ADF657	A logic of authentication
81AE8B47	Encrypted Key Exchange : Password-based Protocols Secure against Dictionary Attacks
7FD09C92	Using emoticons to reduce dependency in machine learning techniques for sentiment classification
7E6086B8	FIREMAN: a toolkit for firewall modeling and analysis
7EF8A4AE	Energy-latency tradeoffs for data gathering in wireless sensor networks
5E2DA586	AdaCost: Misclassification Cost-Sensitive Boosting
7F0906BF	New ranking algorithms for parsing and tagging: kernels over discrete structures, and the voted perceptron
7EBE10BE	Enhancing throughput over wireless LANs using channel state dependent packet scheduling
75B99EDB	Hot topic: physical-layer network coding
81405DE9	A logarithmic poisson execution time model for software reliability measurement
7666DF92	Finding bugs is easy
7E3FEE73	Statistics-Based Summarization - Step One: Sentence Compression
7D320798	Coverage problems in wireless ad-hoc sensor networks
81EE5767	Cognitive Radio: An Information-Theoretic Perspective
7697AAAD	Dynamic fine-grained localization in Ad-Hoc networks of sensors
5C94A2BB	Greedy Attribute Selection
7A6BF9C4	Dirty-paper coding versus TDMA for MIMO Broadcast channels
8102A449	Peer-to-peer support for massively multiplayer games
5E7F11FE	Learning from Labeled and Unlabeled Data using Graph Mincuts
7DD1820D	A new statistical parser based on bigram lexical dependencies
5F6C17F6	Pushing the Envelope: Planning, Propositional Logic, and Stochastic Search
7B3D9A86	tagging, communities, vocabulary, evolution
81146E63	Online Learning for Latent Dirichlet Allocation
7D5CE4AD	How to break MD5 and other hash functions
788A3174	ArnetMiner: extraction and mining of academic social networks
7D844720	Multihop cellular: a new architecture for wireless communications
5D5901B5	STING: A Statistical Information Grid Approach to Spatial Data Mining
810843E9	The dynamics of mass interaction
8019C3A2	Two-level adaptive training branch prediction
801095EC	Distributed topology control for power efficient operation in multihop wireless ad hoc networks
814C662F	The integrated microbial genomes (IMG) system
7CB069E2	Adaptive protocols for information dissemination in wireless sensor networks
75480D07	Understanding BGP misconfiguration
8203CD12	Secret-key reconciliation by public discussion
816F1646	Pranking with Ranking
5E830AC4	Discovering Frequent Closed Itemsets for Association Rules
7D72C8B6	Virtual-channel flow control
81737B67	Protecting privacy using the decentralized label model
7E7CD842	Nearest neighbor pattern classification
7E9441CC	Accelerating XPath location steps
7CB7D372	Protocols for secure computations
7D68C1EB	Explora: a multipattern and multistrategy discovery assistant
7EA1DCA7	Mining distance-based outliers in near linear time with randomization and a simple pruning rule
7F989853	Mobility in collaboration
7EAF5CD2	The Personal Server: Changing the Way We Think about Ubiquitous Computing
7EE98EAC	An evaluation of scalable application-level multicast built using peer-to-peer overlays
7EE48A59	Privacy-preserving data mining
7713A1AA	Transforming out timing leaks
804CA2D6	A loop transformation theory and an algorithm to maximize parallelism
816E688D	Proving the correctness of reactive systems using sized types
7D46794D	A verifiable secret shuffle and its application to e-voting
7F0F6BB4	Statistical properties of community structure in large social and information networks
7CBC398A	Faltering from ethnography to design
80F14242	The context-tree weighting method: basic properties
807C6FBA	Stochastic Fluid Theory for P2P Streaming Systems
7F93ABC2	ProfileMe : hardware support for instruction-level profiling on out-of-order processors
7F492100	Continuously adaptive continuous queries over streams
7FE2007B	Power law and exponential decay of inter contact times between mobile devices
5DC1791D	An Investigation of Niche and Species Formation in Genetic Function Optimization
7ED7536B	R-trees: a dynamic index structure for spatial searching
7F0EF70B	CURE: an efficient clustering algorithm for large databases
781F22EE	Denial of service resilience in ad hoc networks
7E0E59FE	Low-density parity-check codes based on finite geometries: a rediscovery and new results
7F104804	IEEE 802.11 wireless LAN: capacity analysis and protocol enhancement
810C92DE	Heuristics for Internet map discovery
7EAD8117	Meta-rules: Reasoning about control
7E58C722	Indexing based on scale invariant interest points
5C7D24C2	Wide-scale botnet detection and characterization
78DC4E90	Dynamic provable data possession
7D225E30	Scalable algorithms for association mining
8173D721	Using the Triangle Inequality to Accelerate k-Means
7EECE01D	Core -stateless fair queueing: achieving approximately fair bandwidth allocations in high speed networks
7E05B4F8	A comparison of approaches to large-scale data analysis
81BB31F5	Information-theoretic Metric Learning
7D223C51	The CQL continuous query language: semantic foundations and query execution
76D92E23	A simple derivation of the coding theorem and some applications
092BE59F	Between mdps and semi-mdps
79473A01	Proof-carrying code
81457756	Segmenting foreground objects from a dynamic textured background via a robust Kalman filter
7F321C50	The WEKA data mining software: an update
67CD9C6F	Automatic verification of Pipelined Microprocessor Control
7B95DB66	Study of a bus-based disruption-tolerant network: mobility modeling and impact on routing
7AF49BD4	On rules, procedure, caching and views in data base systems
75E8BE71	Managing Wire Delay in Large Chip-Multiprocessor Caches
862E19AB	On Designing Improved Controllers for AQM Routers Supporting TCP Flows
789B67B6	Feature selection for text categorization on imbalanced data
76494A07	Guarded recursive datatype constructors
7E341058	Improving Elevator Performance Using Reinforcement Learning
7FB3BB85	A representation theorem and its applications to spherically-invariant random processes
75208D1E	Towards automatic extraction of event and place semantics from flickr tags
811AB3CC	Multiple Instance Boosting for Object Detection
7E32D547	Managing update conflicts in Bayou, a weakly connected replicated storage system
5DD1CE54	NUSMV: A New Symbolic Model Verifier
7B964E89	A semantic approach to contextual advertising
8166FB41	Learning Segmentation by Random Walks
81190DEA	Combinatorial properties of frameproof and traceability codes
7F4BCEB5	Multiclass spectral clustering
7E9234CD	Analysis of an electronic voting system
8022B00B	The design, implementation, and evaluation of a compiler algorithm for CPU energy reduction
7F158EEB	Universal coding, information, prediction, and estimation
7DAE93A4	A distance spectrum interpretation of turbo codes
80180039	On computing mobile agent routes for data fusion in distributed sensor networks
00BF3764	Rdf vocabulary description language 1
7D794C10	Action Recognition with Improved Trajectories
81C821FC	Iterative water-filling for Gaussian vector multiple-access channels
7D97A93B	Bayesian and non-Bayesian evidential updating
80269A77	PNUTS: Yahoo!'s hosted data serving platform
7DD4A4F8	ORDPATHs: insert-friendly XML node labels
7E2F005C	CMC: a pragmatic approach to model checking real code
7D104CB3	The cache performance and optimizations of blocked algorithms
81114F6C	Weighted Low-Rank Approximations
80FF4715	Topologically adaptable snakes
7EE720D3	Linear multiuser detectors for synchronous code-division multiple-access channels
7F4E932C	Adaptive IIR filtering: Current results and open issues
79C649B9	An infrastructure for context-awareness based on first order logic
7BD97B8D	Compositional pointer and escape analysis for Java programs
8171790E	Xtensa: a configurable and extensible processor
051657D0	Addressing the Curse of Imbalanced Training Sets: One-Sided Selection
7F1F218E	Enhanced image capture through fusion
807C4C16	New directions on agile methods: a comparative analysis
79B9125B	Improving the start-up behavior of a congestion control scheme for TCP
5DE9BA8B	Fully homomorphic encryption with relatively small key and ciphertext sizes
8029C490	Mobility support in IPv6
7BCFAAD5	Query by example
784287C3	Explanation-based learning: a problem solving perspective
80A8D67A	Reinforcement learning with hierarchies of machines
7F6DB2D7	Localized minimum-energy broadcasting in ad-hoc networks
76DA5F84	Quantifying inductive bias: AI learning algorithms and Valiant's learning framework
814C94F9	Text classification and named entities for new event detection
7A3E3D31	A security architecture for computational grids
7E4FF09B	Experimental perspectives on learning from imbalanced data
5ECC874B	Generating tests from UML specifications
7D5F03D1	Anomaly detection of web-based attacks
5F8CABE0	Approximate aggregation techniques for sensor databases
756A7C1D	Trees, automata, and games
7D6388BD	Matching output queueing with a combined input output queued switch
5D39A75B	Generalizing GlOSS to Vector-Space Databases and Broker Hierarchies
8111BF0D	Trace cache: a low latency approach to high bandwidth instruction fetching
810C5E96	The Case for Lifetime Reliability-Aware Microprocessors
7F0C149D	Speculative precomputation: long-range prefetching of delinquent loads
5C024721	Distance-bounding protocols
0878E72B	Random Oracles are Practical
80813496	On exploiting task duplication in parallel program scheduling
7FC2CBAF	Pacemakers and Implantable Cardiac Defibrillators: Software Radio Attacks and Zero-Power Defenses
7947FF2D	A practical automatic polyhedral parallelizer and locality optimizer
7E82406F	MapReduce: simplified data processing on large clusters
7A531E76	Random oracles are practical: a paradigm for designing efficient protocols
81658378	Analysis and Visualization of Classifier Performance: Comparison under Imprecise Class and Cost Distributions
7FABF119	Capacity of multiple-antenna fading channels: spatial fading correlation, double scattering, and keyhole
7E73B259	A signal analysis of network traffic anomalies
80A4C715	Predictive Representations of State
7D3B3617	Towards a mathematical operational semantics
7F637EF0	Support Vector Regression Machines
80DE32D7	Visualization of test information to assist fault localization
7AF6507C	Wavelet analysis and synthesis of fractional Brownian motion
7E7C89A0	Maximum-Margin Matrix Factorization
7C5C8EBF	Reasoning about infinite computation paths
75F5017B	Evaluation of likelihood functions for Gaussian signals
81329BDC	Information-theoretic analysis of information hiding
800372A0	Optimizing web search using social annotations
7DF0F3C3	Optimum power control over fading channels
7F69B2F4	Rademacher and Gaussian Complexities: Risk Bounds and Structural Results
7F726564	On the capacity of large Gaussian relay networks
7E6FBC6A	Protection and the control of information sharing in multics
763A2CC4	Clustering by pattern similarity in large data sets
7DCC9F35	Blind multiuser detection: a subspace approach
7670DE23	Disconnected operation in the Coda file system
0B040CB7	Integrating planning and reacting in a heterogeneous asynchronous architecture for controlling real-world mobile robots
7E7135C4	Outage analysis of coded cooperation
7F33019F	Research Challenges for On-Chip Interconnection Networks
7D6421AD	ESP: path-sensitive program verification in polynomial time
5CD57C80	Temporal management of RFID data
7A99312D	Keys for XML
5BC2C29C	Biases in the Crossover Landscape
7E305D9D	Stochastic fair blue: a queue management algorithm for enforcing fairness
7CADCDAD	Runtime measurements in the cloud: observing, analyzing, and reducing variance
7EF9E334	Optimal pruning with applications to tree-structured source coding and modeling
80D3782F	A digital fountain approach to reliable distribution of bulk data
81749C3B	Improved histograms for selectivity estimation of range predicates
7EE9CC17	Knowledge sharing and yahoo answers: everyone knows something
7F83AF98	Privacy-preserving k -means clustering over vertically partitioned data
805FA604	Querying the internet with PIER
5BBD93D6	Estimating the Generalization Performance of an SVM Efficiently
801AFCA6	Exploiting multiuser diversity for medium access control in wireless networks
7C8CBB91	Modeling visual attention via selective tuning
768AF000	WebSplitter: a unified XML framework for multi-device collaborative Web browsing
7D0A395A	Towards an active network architecture
7D7E37B8	Robust and efficient fuzzy match for online data cleaning
7EE2623D	Low-density parity-check codes
7CF083FF	Spatial query processing in an object-oriented database system
7E621A13	On the power of unique 2-prover 1-round games
7D568FFA	Rendezvous: an architecture for synchronous multi-user applications
7FDB78C9	The focussed D* algorithm for real-time replanning
80CDC13D	Predicate migration: optimizing queries with expensive predicates
7778BB30	Dynamic voltage scaling on a low-power microprocessor
8123BD45	MIMIC: Finding Optima by Estimating Probability Densities
7D0B8281	MATE: MPLS adaptive traffic engineering
7D987C1F	Relations as semantic constructs in an object-oriented language
779F3218	Group signatures with verifier-local revocation
5FB368E7	Computer-aided verification of coordinating processes: the automata-theoretic approach
7FFD3B41	Nonblocking commit protocols
7D35BDA3	Scalability, fidelity, and containment in the potemkin virtual honeyfarm
75AC17D3	Epistemic entrenchment and possibilistic logic
7DE54909	Locating hidden servers
7EED66DF	A decision procedure for bit-vectors and arrays
7ED92371	TrustVisor: Efficient TCB Reduction and Attestation
8039AC97	Observing TCP dynamics in real networks
7F1348E3	A neural network component for an intrusion detection system
7F3CB272	Deterministic memory-efficient string matching algorithms for intrusion detection
7B6CA250	Energy aware lossless data compression
75181E9E	Learning the Kernel Matrix with Semi-Definite Programming
7D8D4495	Bare-hand human-computer interaction
7549A9B4	Solving cluster ensemble problems by bipartite graph partitioning
75B223E9	Practical virtual method call resolution for Java
7CB0318D	Exact indexing of dynamic time warping
78AEBE6E	Predicting whole-program locality through reuse distance analysis
81C8C3E5	Global and local deformations of solid primitives
7A16BBA0	The Smalltalk-76 programming system design and implementation
815599F9	Dynamic partial-order reduction for model checking software
7D8F3755	A novel dimensionally-decomposed router for on-chip communication in 3D architectures
63CD9605	Efficient identification and signatures for smart cards
75F53B62	Personalized privacy preservation
78ED2329	Interprocedural slicing using dependence graphs
75A1E7CD	Comparison of rate-based service disciplines
78B509F0	Probability, Frequency and Reasonable Expectation
7D8197BF	Max-margin Markov networks
7C6518EF	Maximizing performance in a striped disk array
79260B73	Learning and evaluating classifiers under sample selection bias
5D04EDE9	Composing mappings among data sources
7D4E1CB9	A content-driven reputation system for the wikipedia
7F2591E4	On multiple description streaming with content delivery networks
7F474998	GLIDER: gradient landmark-based distributed routing for sensor networks
7980AE89	Documenting software architectures: views and beyond
7DC981DF	Parallel Tracking and Mapping on a camera phone
7EA0FAC5	Three models for the description of language
790D5328	Compiling polymorphism using intensional type analysis
8015C8B5	A high-performance microarchitecture with hardware-programmable functional units
674DF56C	Exploiting heterogeneity in sensor networks
09020D3A	Democratizing content publication with coral
5BDED7D2	Zero-knowledge undeniable signatures
0A4F52E6	Proving in Zero-Knowledge that a Number is the Product of Two Safe Primes
5FE0234D	Reverse kNN search in arbitrary dimensionality
691C9D5C	Multi-authority attribute based encryption
85D2AE67	The Weakest Failure Detector for Solving Consensus
803B74B8	Space-time block codes: a maximum SNR approach
80FF8F27	Gossip-based ad hoc routing
5D1D3FC7	Pruning Adaptive Boosting
588463FC	Robust Positioning Algorithms for Distributed Ad-Hoc Wireless Sensor Networks
7A7DBA33	A Rank-Metric Approach to Error Control in Random Network Coding
0A3B279E	The Political Blogosphere and the 2004 U
7D2364F3	A power controlled multiple access protocol for wireless packet networks
58954830	SecureUML: A UML-Based Modeling Language for Model-Driven Security
7DAEB614	Learning nonstationary models of normal network traffic for detecting novel attacks
7FACD4F4	Reconfigurable caches and their application to media processing
598E339C	Mechanisms of skill acquisition and the law of practice
7FDB1A7A	Near-Optimal Hashing Algorithms for Approximate Nearest Neighbor in High Dimensions
7E090E67	A 5-GHz Mesh Interconnect for a Teraflops Processor
7D12DD51	Discover: keyword search in relational databases
76C6A855	Quickly generating billion-record synthetic databases
80FBAAFF	Principal type-schemes for functional programs
759E9374	Efficient detection of all pointer and array access errors
7D0037F5	From system F to typed assembly language
7B3165A5	Warping indexes with envelope transforms for query by humming
7511AD3A	The Virtual Interface Architecture
7DB1D7A0	Incremental and Decremental Support Vector Machine Learning
80F1DD1C	Scene Summarization for Online Image Collections
77E24591	Information visualization using 3D interactive animation
8055B913	A framework for the robust estimation of optical flow
7AB86180	Efficient processing of spatial joins using R-trees
7D93BBFE	Secret key agreement by public discussion from common information
76862B99	Extensible/rule based query rewrite optimization in Starburst
5927499B	A Privacy Awareness System for Ubiquitous Computing Environments
807E88D2	Similarity indexing with the SS-tree
7A69592A	Editorial: special issue on learning from imbalanced data sets
8115719D	Scalable inference and training of context-rich syntactic translation models
7EAB756C	Failure trends in a large disk drive population
7CC64163	Privacy preserving association rule mining in vertically partitioned data
8124961B	Aggregate Query Answering on Anonymized Tables
81356C6B	Power-aware localized routing in wireless networks
651AEE4D	A Model-based Approach to Reactive Self-Configuring Systems
7E25DE23	Online large-margin training of dependency parsers
7C8DE9C0	Trellis-coded multidimensional phase modulation
5F32716C	Design and analysis of an MST-based topology control algorithm
807E24C6	Detecting past and present intrusions through vulnerability-specific predicates
086392D6	On Formal Models for Secure Key Exchange
7EA63617	Sum Rate Characterization of Joint Multiple Cell-Site Processing
80B70490	Dealing with disaster: surviving misbehaved kernel extensions
802F74AF	Least squares quantization in PCM
7F8EEE4B	Discovery of policy anomalies in distributed firewalls
7E11A1DC	Towards automatic visual obstacle avoidance
7F2902D7	FAWN: a fast array of wimpy nodes
778C3A18	Temporal logics in AI: semantical and ontological considerations
80CFEAC1	Spatial SQL: a query and presentation language
7CECA111	Finite-length analysis of low-density parity-check codes on the binary erasure channel
80CDC4D9	Pollution in P2P file sharing systems
7F918517	Soar: an architecture for general intelligence
78037E3E	Tensor product variable binding and the representation of symbolic structures in connectionist systems
7C7EEA81	ThinkAir: Dynamic resource allocation and parallel execution in the cloud for mobile code offloading
7DE9F072	Correcting sample selection bias by unlabeled data
5C2CD755	Performance Analysis of Disk Arrays under Failure
7D88ED52	Cabernet: vehicular content delivery using WiFi
7A1AFCAE	Scalable high performance main memory system using phase-change memory technology
7F04DA09	Universal noiseless coding
591878BC	Efficient Proofs that a Committed Number Lies in an Interval
764639FF	Broadcast Capacity Region of Two-Phase Bidirectional Relaying
7D6BB293	Topic modeling: beyond bag-of-words
75766284	An architecture for adaptive intelligent systems
7CEB5091	Transmission capacity of wireless ad hoc networks with outage constraints
7C0309F9	Precise interprocedural dataflow analysis via graph reachability
80FF48FF	A wavelet-based joint estimator of the parameters of long-range dependence
80624EA7	The Information Bus: an architecture for extensible distributed systems
59910410	Fault-tolerant broadcasts and related problems
77E0EF7E	Balancing push and pull for data broadcast
83E037E8	Matching words and pictures
7BA595A1	Reexamining the cluster hypothesis: scatter/gather on retrieval results
80B7E4D1	RMTP: a reliable multicast transport protocol
840B082B	Semantics and implementation of schema evolution in object-oriented databases
599891A2	Symbolic Model Checking
7D7502F9	Supporting real-time applications in an Integrated Services Packet Network: architecture and mechanism
7F27F0E3	The Kernel Trick for Distances
7B502E8F	Increasing tree search efficiency for constraint satisfaction problems
7F1CF9E7	Probabilistic checking of proofs; a new characterization of NP
77A3EEAF	Creating, destroying, and restoring value in wikipedia
7B5F736A	Core based trees (CBT)
817D9986	Compositing digital images
784AC224	TwitterMonitor: trend detection over the twitter stream
7DF8F415	Access control meets public key infrastructure, or: assigning roles to strangers
7B700975	A research center for augmenting human intellect
80F5C74B	What's decidable about hybrid automata?
6628482B	Depth from edge and intensity based stereo
7E4C2DB5	MMSN: Multi-Frequency Media Access Control for Wireless Sensor Networks
80CC9A91	Variations in relevance judgments and the measurement of retrieval effectiveness
7EEF0BC7	Automatic web news extraction using tree edit distance
631E0408	Architecture and algorithms for an IEEE 802.11-based multi-channel wireless mesh network
79E4A379	Node-and edge-deletion NP-complete problems
756D6331	Improving spatial reuse through tuning transmit power, carrier sense threshold, and data rate in multihop wireless networks
7EF318D2	Detecting intrusions using system calls: alternative data models
81CE2C5C	Memory access buffering in multiprocessors
7F3AD97E	Nonlinear Learning using Local Coordinate Coding
